doi,authors,comments,updated,categories
10.1088/1538-3873/ac9642,"[arxiv.Result.Author('THE CASA TEAM'), arxiv.Result.Author('Ben Bean'), arxiv.Result.Author('Sanjay Bhatnagar'), arxiv.Result.Author('Sandra Castro'), arxiv.Result.Author('Jennifer Donovan Meyer'), arxiv.Result.Author('Bjorn Emonts'), arxiv.Result.Author('Enrique Garcia'), arxiv.Result.Author('Robert Garwood'), arxiv.Result.Author('Kumar Golap'), arxiv.Result.Author('Justo Gonzalez Villalba'), arxiv.Result.Author('Pamela Harris'), arxiv.Result.Author('Yohei Hayashi'), arxiv.Result.Author('Josh Hoskins'), arxiv.Result.Author('Mingyu Hsieh'), arxiv.Result.Author('Preshanth Jagannathan'), arxiv.Result.Author('Wataru Kawasaki'), arxiv.Result.Author('Aard Keimpema'), arxiv.Result.Author('Mark Kettenis'), arxiv.Result.Author('Jorge Lopez'), arxiv.Result.Author('Joshua Marvil'), arxiv.Result.Author('Joseph Masters'), arxiv.Result.Author('Andrew McNichols'), arxiv.Result.Author('David Mehringer'), arxiv.Result.Author('Renaud Miel'), arxiv.Result.Author('George Moellenbrock'), arxiv.Result.Author('Federico Montesino'), arxiv.Result.Author('Takeshi Nakazato'), arxiv.Result.Author('Juergen Ott'), arxiv.Result.Author('Dirk Petry'), arxiv.Result.Author('Martin Pokorny'), arxiv.Result.Author('Ryan Raba'), arxiv.Result.Author('Urvashi Rau'), arxiv.Result.Author('Darrell Schiebel'), arxiv.Result.Author('Neal Schweighart'), arxiv.Result.Author('Srikrishna Sekhar'), arxiv.Result.Author('Kazuhiko Shimada'), arxiv.Result.Author('Des Small'), arxiv.Result.Author('Jan-Willem Steeb'), arxiv.Result.Author('Kanako Sugimoto'), arxiv.Result.Author('Ville Suoranta'), arxiv.Result.Author('Takahiro Tsutsumi'), arxiv.Result.Author('Ilse M. van Bemmel'), arxiv.Result.Author('Marjolein Verkouter'), arxiv.Result.Author('Akeem Wells'), arxiv.Result.Author('Wei Xiong'), arxiv.Result.Author('Arpad Szomoru'), arxiv.Result.Author('Morgan Griffith'), arxiv.Result.Author('Brian Glendenning'), arxiv.Result.Author('Jeff Kern')]","Accepted for publication in PASP (20 pages, 4 figures). Joint
  publication with CASA-VLBI paper",2022-10-05 14:00:01+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('Phrudth Jaroenjittichai'), arxiv.Result.Author('Koichiro Sugiyama'), arxiv.Result.Author('Busaba H. Kramer'), arxiv.Result.Author('Boonrucksar Soonthornthum'), arxiv.Result.Author('Takuya Akahori'), arxiv.Result.Author('Kitiyanee Asanok'), arxiv.Result.Author('Willem Baan'), arxiv.Result.Author('Sherin Hassan Bran'), arxiv.Result.Author('Shari L. Breen'), arxiv.Result.Author('Se-Hyung Cho'), arxiv.Result.Author('Thanapol Chanapote'), arxiv.Result.Author('Richard Dodson'), arxiv.Result.Author('Simon P. Ellingsen'), arxiv.Result.Author('Sandra Etoka'), arxiv.Result.Author('Malcolm D. Gray'), arxiv.Result.Author('James A. Green'), arxiv.Result.Author('Kazuhiro Hada'), arxiv.Result.Author('Marcus Halson'), arxiv.Result.Author('Tomoya Hirota'), arxiv.Result.Author('Mareki Honma'), arxiv.Result.Author('Hiroshi Imai'), arxiv.Result.Author('Simon Johnston'), arxiv.Result.Author('Kee-Tae Kim'), arxiv.Result.Author('Michael Kramer'), arxiv.Result.Author('Di Li'), arxiv.Result.Author('Ronald Macatangay'), arxiv.Result.Author('Karl M. Menten'), arxiv.Result.Author('Young Chol Minh'), arxiv.Result.Author('David Mkrtichian'), arxiv.Result.Author('Bannawit Pimpanuwat'), arxiv.Result.Author('Anita M. S. Richards'), arxiv.Result.Author('Maria Rioja'), arxiv.Result.Author('Wiphu Rujopakarn'), arxiv.Result.Author('Daisuke Sakai'), arxiv.Result.Author('Nobuyuki Sakai'), arxiv.Result.Author('Nattida Samanso'), arxiv.Result.Author('Siraprapa Sanpa-arsa'), arxiv.Result.Author('Eugene Semenko'), arxiv.Result.Author('Kazuyoshi Sunada'), arxiv.Result.Author('Vanisa Surapipith'), arxiv.Result.Author('Nattaporn Thoonsaengngam'), arxiv.Result.Author('Maxim A. Voronkov'), arxiv.Result.Author('Jompoj Wongphecauxson'), arxiv.Result.Author('Ram Kesh Yadav'), arxiv.Result.Author('Bo Zhang'), arxiv.Result.Author('Xing Wu Zheng'), arxiv.Result.Author('Saran Poshyachinda')]","75 pages, 16 figures, 15 tables. White Paper for Potential Key
  Sciences to be Achieved with Thai National Radio Telescope (TNRT)",2022-10-10 18:00:18+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1007/s12036-023-09926-y,"[arxiv.Result.Author('Supriyo Ghosh'), arxiv.Result.Author('Joe P. Ninan'), arxiv.Result.Author('Devendra K. Ojha'), arxiv.Result.Author('Saurabh Sharma')]","10 pages, 6 figures, accepted for publication in the Special Issue of
  Journal of Astrophysics & Astronomy, 2022, Star formation studies in context
  of NIR instruments on 3.6m DOT, held at ARIES, Nainital during 4-7, May, 2022",2022-12-09 12:42:52+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
10.1051/0004-6361/202245271,"[arxiv.Result.Author('Lev A. Stanislavsky'), arxiv.Result.Author('Igor N. Bubnov'), arxiv.Result.Author('Aleksander A. Konovalenko'), arxiv.Result.Author('Aleksander A. Stanislavsky'), arxiv.Result.Author('Serge N. Yerin')]","9 pages, 9 figures, 2 tables",2022-12-13 20:11:16+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.3390/galaxies11020040,[arxiv.Result.Author('Z. Keszthelyi')],,2023-03-06 04:13:47+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
10.1093/mnras/stad2024,"[arxiv.Result.Author('Elisa Bortolas'), arxiv.Result.Author('Taeho Ryu'), arxiv.Result.Author('Luca Broggi'), arxiv.Result.Author('Alberto Sesana')]","12 pages + Appendix, MNRAS, accepted",2023-07-04 07:55:36+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR', '85A05']"
,"[arxiv.Result.Author('Vinay L. Kashyap'), arxiv.Result.Author('Mario G. Guarcello'), arxiv.Result.Author('Nicholas J. Wright'), arxiv.Result.Author('Jeremy J. Drake'), arxiv.Result.Author('Ettore Flaccomio'), arxiv.Result.Author('Tom L. Aldcroft'), arxiv.Result.Author('Juan F. Albacete Colombo'), arxiv.Result.Author('Kevin Briggs'), arxiv.Result.Author('Francesco Damiani'), arxiv.Result.Author('Janet E. Drew'), arxiv.Result.Author('Eduardo L. Martin'), arxiv.Result.Author('Giusi Micela'), arxiv.Result.Author('Tim Naylor'), arxiv.Result.Author('Salvatore Sciortino')]","27 pages, 23 figures, 6 tables; accepted for publication in ApJS.
  Full Table 3 is in Zenodo at https://zenodo.org/record/8025756",2023-06-12 02:49:41+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR', '85A35 (Primary), 85A15, 62H30, 62P99 (Secondary)']"
10.1007/s11433-023-2197-5,"[arxiv.Result.Author('WFST Collaboration'), arxiv.Result.Author('Tinggui Wang'), arxiv.Result.Author('Guilin Liu'), arxiv.Result.Author('Zhenyi Cai'), arxiv.Result.Author('Jinjun Geng'), arxiv.Result.Author('Min Fang'), arxiv.Result.Author('Haoning He'), arxiv.Result.Author('Ji-an Jiang'), arxiv.Result.Author('Ning Jiang'), arxiv.Result.Author('Xu Kong'), arxiv.Result.Author('Bin Li'), arxiv.Result.Author('Ye Li'), arxiv.Result.Author('Wentao Luo'), arxiv.Result.Author('Zhizheng Pan'), arxiv.Result.Author('Xuefeng Wu'), arxiv.Result.Author('Ji Yang'), arxiv.Result.Author('Jiming Yu'), arxiv.Result.Author('Xianzhong Zheng'), arxiv.Result.Author('Qingfeng Zhu'), arxiv.Result.Author('Yi-Fu Cai'), arxiv.Result.Author('Yuanyuan Chen'), arxiv.Result.Author('Zhiwei Chen'), arxiv.Result.Author('Zigao Dai'), arxiv.Result.Author('Lulu Fan'), arxiv.Result.Author('Yizhong Fan'), arxiv.Result.Author('Wenjuan Fang'), arxiv.Result.Author('Zhicheng He'), arxiv.Result.Author('Lei Hu'), arxiv.Result.Author('Maokai Hu'), arxiv.Result.Author('Zhiping Jin'), arxiv.Result.Author('Zhibo Jiang'), arxiv.Result.Author('Guoliang Li'), arxiv.Result.Author('Fan Li'), arxiv.Result.Author('Xuzhi Li'), arxiv.Result.Author('Runduo Liang'), arxiv.Result.Author('Zheyu Lin'), arxiv.Result.Author('Qingzhong Liu'), arxiv.Result.Author('Wenhao Liu'), arxiv.Result.Author('Zhengyan Liu'), arxiv.Result.Author('Wei Liu'), arxiv.Result.Author('Yao Liu'), arxiv.Result.Author('Zheng Lou'), arxiv.Result.Author('Han Qu'), arxiv.Result.Author('Zhenfeng Sheng'), arxiv.Result.Author('Jianchun Shi'), arxiv.Result.Author('Yiping Shu'), arxiv.Result.Author('Zhenbo Su'), arxiv.Result.Author('Tianrui Sun'), arxiv.Result.Author('Hongchi Wang'), arxiv.Result.Author('Huiyuan Wang'), arxiv.Result.Author('Jian Wang'), arxiv.Result.Author('Junxian Wang'), arxiv.Result.Author('Daming Wei'), arxiv.Result.Author('Junjie Wei'), arxiv.Result.Author('Yongquan Xue'), arxiv.Result.Author('Jingzhi Yan'), arxiv.Result.Author('Chao Yang'), arxiv.Result.Author('Ye Yuan'), arxiv.Result.Author('Yefei Yuan'), arxiv.Result.Author('Hongxin Zhang'), arxiv.Result.Author('Miaomiao Zhang'), arxiv.Result.Author('Haibin Zhao'), arxiv.Result.Author('Wen Zhao')]",48 pages,2023-09-14 23:34:51+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('Casey Y. Lam'), arxiv.Result.Author('Natasha Abrams'), arxiv.Result.Author('Jeff Andrews'), arxiv.Result.Author('Etienne Bachelet'), arxiv.Result.Author('Arash Bahramian'), arxiv.Result.Author('David Bennett'), arxiv.Result.Author('Valerio Bozza'), arxiv.Result.Author('Floor Broekgaarden'), arxiv.Result.Author('Sukanya Chakrabarti'), arxiv.Result.Author('William Dawson'), arxiv.Result.Author('Kareem El-Badry'), arxiv.Result.Author('Maya Fishbach'), arxiv.Result.Author('Giacomo Fragione'), arxiv.Result.Author('Scott Gaudi'), arxiv.Result.Author('Abhimat Gautam'), arxiv.Result.Author('Ryosuke Hirai'), arxiv.Result.Author('Daniel Holz'), arxiv.Result.Author('Matthew Hosek Jr.'), arxiv.Result.Author('Macy Huston'), arxiv.Result.Author('Tharindu Jayasinghe'), arxiv.Result.Author('Samson Johnson'), arxiv.Result.Author('Daisuke Kawata'), arxiv.Result.Author('Naoki Koshimoto'), arxiv.Result.Author('Jessica R. Lu'), arxiv.Result.Author('Ilya Mandel'), arxiv.Result.Author('Shota Miyazaki'), arxiv.Result.Author('Przemek Mróz'), arxiv.Result.Author('Smadar Naoz'), arxiv.Result.Author('Clément Ranc'), arxiv.Result.Author('Dominick Rowan'), arxiv.Result.Author('Rainer Schödel'), arxiv.Result.Author('Tomer Shenar'), arxiv.Result.Author('Josh Simon'), arxiv.Result.Author('Rachel Street'), arxiv.Result.Author('Takahiro Sumi'), arxiv.Result.Author('Daisuke Suzuki'), arxiv.Result.Author('Sean Terry')]","20 pages. Submitted in response to Nancy Grace Roman Space Telescope
  white paper call: https://roman.gsfc.nasa.gov/science/ccs_white_papers.html.
  v2 fixes a typo in Figure 5 axis label (days --> year)",2023-06-29 16:07:36+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('P. Gandhi'), arxiv.Result.Author('C. Dashwood Brown'), arxiv.Result.Author('Y. Zhao'), arxiv.Result.Author('K. El-Badry'), arxiv.Result.Author('T. J. Maccarone'), arxiv.Result.Author('C. Knigge'), arxiv.Result.Author('J. Anderson'), arxiv.Result.Author('M. Middleton'), arxiv.Result.Author('J. C. A. Miller-Jones')]","Submitted to the Nancy Grace Roman Space Telescope CCS White Paper
  call (4.5 pages of text + figures, references and a cover sheet).
  Comments/collaboration welcome",2023-06-28 18:07:01+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('S. Tinyanont'), arxiv.Result.Author('R. J. Foley'), arxiv.Result.Author('K. Taggart'), arxiv.Result.Author('K. W. Davis'), arxiv.Result.Author('N. LeBaron'), arxiv.Result.Author('J. E. Andrews'), arxiv.Result.Author('M. J. Bustamante-Rosell'), arxiv.Result.Author('Y. Camacho-Neves'), arxiv.Result.Author('R. Chornock'), arxiv.Result.Author('D. A. Coulter'), arxiv.Result.Author('L. Galbany'), arxiv.Result.Author('S. W. Jha'), arxiv.Result.Author('C. D. Kilpatrick'), arxiv.Result.Author('L. A. Kwok'), arxiv.Result.Author('C. Larison'), arxiv.Result.Author('J. R. Pierel'), arxiv.Result.Author('M. R. Siebert'), arxiv.Result.Author('G. Aldering'), arxiv.Result.Author('K. Auchettl'), arxiv.Result.Author('J. S. Bloom'), arxiv.Result.Author('S. Dhawan'), arxiv.Result.Author('A. V. Filippenko'), arxiv.Result.Author('K. D. French'), arxiv.Result.Author('A. Gagliano'), arxiv.Result.Author('M. Grayling'), arxiv.Result.Author('W. V. Jacobson-Galán'), arxiv.Result.Author('D. O. Jones'), arxiv.Result.Author('X. Le Saux'), arxiv.Result.Author('P. Macias'), arxiv.Result.Author('K. S. Mandel'), arxiv.Result.Author('C. McCully'), arxiv.Result.Author('E. Padilla Gonzalez'), arxiv.Result.Author('A. Rest'), arxiv.Result.Author('C. Rojas-Bravo'), arxiv.Result.Author('M. F. Skrutskie'), arxiv.Result.Author('S. Thorp'), arxiv.Result.Author('Q. Wang'), arxiv.Result.Author('S. M. Ward')]",,2023-09-13 17:18:53+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,"[arxiv.Result.Author('G. A. Carvalho'), arxiv.Result.Author('S. Pilling'), arxiv.Result.Author('S. Gerasimenko')]",To appear in MNRAS,2023-10-26 17:27:55+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('Yutaka Hirai'), arxiv.Result.Author('Evan N. Kirby'), arxiv.Result.Author('Masashi Chiba'), arxiv.Result.Author('Kohei Hayashi'), arxiv.Result.Author('Borja Anguiano'), arxiv.Result.Author('Takayuki R. Saitoh'), arxiv.Result.Author('Miho N. Ishigaki'), arxiv.Result.Author('Timothy C. Beers')]","16 pages, 9 figures, accepted for publication in The Astrophysical
  Journal",2024-05-22 16:51:22+00:00,"['astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
,[arxiv.Result.Author('S. G. Shulman')],"57 pages, 10 figures, 3 tables; Submitted to Astronomy and Computing",2024-06-21 20:17:58+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,"[arxiv.Result.Author('Milan Pešta'), arxiv.Result.Author('Ondřej Pejcha')]","Submitted to A&A. 25 pages, 13 figures, 3 tables",2024-08-20 18:00:05+00:00,"['astro-ph.SR', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM']"
,"[arxiv.Result.Author('Emily K. Biermann'), arxiv.Result.Author('Yaqiong Li'), arxiv.Result.Author('Sigurd Naess'), arxiv.Result.Author('Steve K. Choi'), arxiv.Result.Author('Susan E. Clark'), arxiv.Result.Author('Mark Devlin'), arxiv.Result.Author('Jo Dunkley'), arxiv.Result.Author('P. A. Gallardo'), arxiv.Result.Author('Yilun Guan'), arxiv.Result.Author('Allen Foster'), arxiv.Result.Author('Matthew Hasselfield'), arxiv.Result.Author('Carlos Hervías-Caimapo'), arxiv.Result.Author('Matt Hilton'), arxiv.Result.Author('Adam D. Hincks'), arxiv.Result.Author('Anna Y. Q. Ho'), arxiv.Result.Author('John C. Hood II'), arxiv.Result.Author('Kevin M. Huffenberger'), arxiv.Result.Author('Arthur Kosowsky'), arxiv.Result.Author('Michael D. Niemack'), arxiv.Result.Author('John Orlowski-Scherer'), arxiv.Result.Author('Lyman Page'), arxiv.Result.Author('Bruce Partridge'), arxiv.Result.Author('Maria Salatino'), arxiv.Result.Author('Cristóbal Sifón'), arxiv.Result.Author('Suzanne T. Staggs'), arxiv.Result.Author('Cristian Vargas'), arxiv.Result.Author('Edward J. Wollack')]","23 pages, 10 figures, 10 tables. First and second author share equal
  contributions. Article and accompanying data submitted to ApJ. Data tables
  will be made available upon publication",2024-09-12 23:30:30+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('James H. Matthews'), arxiv.Result.Author('Knox S. Long'), arxiv.Result.Author('Christian Knigge'), arxiv.Result.Author('Stuart A. Sim'), arxiv.Result.Author('Edward J. Parkinson'), arxiv.Result.Author('Nick Higginbottom'), arxiv.Result.Author('Samuel W. Mangham'), arxiv.Result.Author('Nicolas Scepi'), arxiv.Result.Author('Austen Wallis'), arxiv.Result.Author('Henrietta A. Hewitt'), arxiv.Result.Author('Amin Mosallanezhad')]","26 pages, 16 figures. Submitted to MNRAS. This is the release paper
  for the SIROCCO code, which can be found at
  https://github.com/sirocco-rt/sirocco with links to documentation. Underlying
  data and figure scripts available at
  https://github.com/sirocco-rt/release-models -- comments on the code, paper
  or documentation are welcomed",2024-10-25 18:00:07+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('Jin Inokuchi'), arxiv.Result.Author('Koji S. Kawabata'), arxiv.Result.Author('Makoto Uemura'), arxiv.Result.Author('Hiroyuki Hiraga')]","6 pages, 5 figures. PDF produced from Word file",2025-01-06 08:26:54+00:00,"['astro-ph.IM', 'astro-ph.GA', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('Tong Liu'), arxiv.Result.Author('Lin Wang'), arxiv.Result.Author('Zhichen Pan')]","13 pages, 4 figues, 2 tables, submitted to RAA, comments are always
  welcomed!",2025-01-05 17:47:48+00:00,"['astro-ph.HE', 'astro-ph.GA', 'astro-ph.IM', 'astro-ph.SR']"
10.3847/2041-8213/ad9b26,"[arxiv.Result.Author('A. Rodríguez-Kamenetzky'), arxiv.Result.Author('A. Pasetto'), arxiv.Result.Author('C. Carrasco-González'), arxiv.Result.Author('L. F. Rodríguez'), arxiv.Result.Author('J. L. Gómez'), arxiv.Result.Author('G. Anglada'), arxiv.Result.Author('J. M. Torrelles'), arxiv.Result.Author('N. R. C. Gomes'), arxiv.Result.Author('S. Vig'), arxiv.Result.Author('J. Martí')]","8 pages, 3 figures. Published in the Astrophysical Journal Letters,
  Volume 978, Number 2",2025-01-13 18:57:10+00:00,"['astro-ph.GA', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.1051/0004-6361/201015141,"[arxiv.Result.Author('F. -X. Pineau'), arxiv.Result.Author('C. Motch'), arxiv.Result.Author('F. Carrera'), arxiv.Result.Author('R. Della Ceca'), arxiv.Result.Author('S. Derriere'), arxiv.Result.Author('L. Michel'), arxiv.Result.Author('A. Schwope'), arxiv.Result.Author('M. G. Watson')]","Accepted for publication in A&A. The corresponding fits file can be
  downloaded from the XCat-DB home page (http://xcatdb.u-strasbg.fr/) (tools
  and data). The file also contains line information for all SDSS spectroscopic
  entries matching a 2XMM source. Results from the cross-correlation with the
  2XMM DR3 are also available at the same location. 22 pages and 14 figures",2010-12-08 10:11:25+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1088/0004-6256/148/6/107,"[arxiv.Result.Author('Ósmar Rodríguez'), arxiv.Result.Author('Alejandro Clocchiatti'), arxiv.Result.Author('Mario Hamuy')]",To be published in Astronomical Journal,2014-09-10 19:20:01+00:00,"['astro-ph.CO', 'astro-ph.HE', 'astro-ph.IM', 'astro-ph.SR']"
10.23919/URSIGASS.2017.8105318,"[arxiv.Result.Author('C. Ng'), arxiv.Result.Author('K. Vanderlinde'), arxiv.Result.Author('A. Paradise'), arxiv.Result.Author('P. Klages'), arxiv.Result.Author('K. Masui'), arxiv.Result.Author('K. Smith'), arxiv.Result.Author('K. Bandura'), arxiv.Result.Author('P. J. Boyle'), arxiv.Result.Author('M. Dobbs'), arxiv.Result.Author('V. Kaspi'), arxiv.Result.Author('A. Renard'), arxiv.Result.Author('J. R. Shaw'), arxiv.Result.Author('I. Stairs'), arxiv.Result.Author('I. Tretyakov')]","4 pages, 3 figures, submitted to the XXXII International Union of
  Radio Science General Assembly & Scientific Symposium (URSI GASS) 2017",2017-02-15 19:00:03+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
10.3847/1538-4357/aaa9b7,"[arxiv.Result.Author('Bing Zhang'), arxiv.Result.Author('Kunyang Li')]","9 pages, examples of how relativistic cameras will help to advance
  astronomy added, the version to appear in ApJ",2018-01-19 22:58:27+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1093/mnras/stab3065,"[arxiv.Result.Author('Tomás E. Müller-Bravo'), arxiv.Result.Author('Mark Sullivan'), arxiv.Result.Author('Mathew Smith'), arxiv.Result.Author('Chris Frohmaier'), arxiv.Result.Author('Claudia P. Gutiérrez'), arxiv.Result.Author('Philip Wiseman'), arxiv.Result.Author('Zoe Zontou')]",Accepted in MNRAS,2021-10-20 09:24:58+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
10.1038/s41550-023-01930-0,"[arxiv.Result.Author('Liping Xin'), arxiv.Result.Author('Xuhui Han'), arxiv.Result.Author('Huali Li'), arxiv.Result.Author('Bing Zhang'), arxiv.Result.Author('Jing Wang'), arxiv.Result.Author('Damien Turpin'), arxiv.Result.Author('Xing Yang'), arxiv.Result.Author('Yulei Qiu'), arxiv.Result.Author('Enwei Liang'), arxiv.Result.Author('Zigao Dai'), arxiv.Result.Author('Hongbo Cai'), arxiv.Result.Author('Xiaomeng Lu'), arxiv.Result.Author('Xiang-Yu Wang'), arxiv.Result.Author('Lei Huang'), arxiv.Result.Author('Xianggao Wang'), arxiv.Result.Author('Chao Wu'), arxiv.Result.Author('He Gao'), arxiv.Result.Author('Jia Ren'), arxiv.Result.Author('Lulu Zhang'), arxiv.Result.Author('Yuangui Yang'), arxiv.Result.Author('Jingsong Deng'), arxiv.Result.Author('Jianyan Wei')]","Authors' version of article published in Nature Astronomy, see their
  website for official version",2023-04-10 15:45:17+00:00,"['astro-ph.HE', 'astro-ph.CO', 'astro-ph.IM', 'astro-ph.SR']"
,"[arxiv.Result.Author('M. Reichert'), arxiv.Result.Author('C. Winteler'), arxiv.Result.Author('O. Korobkin'), arxiv.Result.Author('A. Arcones'), arxiv.Result.Author('J. Bliss'), arxiv.Result.Author('M. Eichler'), arxiv.Result.Author('U. Frischknecht'), arxiv.Result.Author('C. Fröhlich'), arxiv.Result.Author('R. Hirschi'), arxiv.Result.Author('M. Jacobi'), arxiv.Result.Author('J. Kuske'), arxiv.Result.Author('G. Martínez-Pinedo'), arxiv.Result.Author('D. Martin'), arxiv.Result.Author('D. Mocelj'), arxiv.Result.Author('T. Rauscher'), arxiv.Result.Author('F. -K. Thielemann')]",,2023-08-31 11:46:40+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
,"[arxiv.Result.Author('Xinyue Sheng'), arxiv.Result.Author('Matt Nicholl'), arxiv.Result.Author('Ken W. Smith'), arxiv.Result.Author('David R. Young'), arxiv.Result.Author('Roy D. Williams'), arxiv.Result.Author('Heloise F. Stevance'), arxiv.Result.Author('Stephen J. Smartt'), arxiv.Result.Author('Shubham Srivastav'), arxiv.Result.Author('Thomas Moore')]",Submitted to MNRAS,2023-12-08 10:59:49+00:00,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.HE', 'astro-ph.SR']"
